oid	case_name	date	missing_para	class	pdf_len	pdf_text_head
13287	Estate of Lutz                      	2000-12-29	35	SIGNATURE	105	William A. Neumann Dale V. Sandstrom James H. O'Keefe, S.J. Gerald G. Glaser, S.J. Carol Ronning Kap
13305	Eckes v. Richland Co. Social Service	2001-02-01	27	SIGNATURE	109	Carol Ronning Kapsner Mary Muehlen Maring William A. Neumann David W. Nelson, D.J. Gerald W. VandeWa
13306	Des Lacs Valley Land Corp. v. Herzig	2001-02-01	13	SUBSTANTIVE	1361	In the 1994 partition action, Violet Herzig and Immobilien stipulated that Immobilien “shall execute
13306	Des Lacs Valley Land Corp. v. Herzig	2001-02-01	14	SUBSTANTIVE	461	Des Lacs argues the stipulations “do not constitute a present conveyance, but only an agreement to e
13306	Des Lacs Valley Land Corp. v. Herzig	2001-02-01	15	SUBSTANTIVE	216	Des Lacs argues the trial court erred as a matter of law in declaring Des Lacs’ mortgage to Katz voi
13306	Des Lacs Valley Land Corp. v. Herzig	2001-02-01	16	SUBSTANTIVE	1003	The trial court concluded Des Lac’s mortgage to Katz was void, because Immobilien, not Des Lacs, was
13306	Des Lacs Valley Land Corp. v. Herzig	2001-02-01	17	SUBSTANTIVE	702	Moreover, although Des Lacs instituted this quiet title action, it did not name Katz as a party and 
13306	Des Lacs Valley Land Corp. v. Herzig	2001-02-01	19	SIGNATURE	106	Gerald W. VandeWalle, C.J. Dale V. Sandstrom William A. Neumann Mary Muehlen Maring James M. Bekken,
13309	Barrera v. State                    	2001-02-02	2	SIGNATURE	118	Mary Muehlen Maring William A. Neumann Carol Ronning Kapsner John C. McClintock, Jr., D.J. Gerald W.
13311	Wetzel v. ND Dept. of Transportation	2001-02-15	23	SUBSTANTIVE	294	Having concluded Wetzel was afforded a reasonable time to contact an attorney and the environment in
13311	Wetzel v. ND Dept. of Transportation	2001-02-15	24	SUBSTANTIVE	797	First, Wetzel had ample opportunity to cure his refusal to take the test by consenting to testing. I
13311	Wetzel v. ND Dept. of Transportation	2001-02-15	25	SUBSTANTIVE	668	Further, the record is also silent regarding how long it would have taken to administer a chemical t
13311	Wetzel v. ND Dept. of Transportation	2001-02-15	26	SUBSTANTIVE	114	On this record, we cannot say Wetzel was not provided a reasonable opportunity to contact an attorne
13311	Wetzel v. ND Dept. of Transportation	2001-02-15	27	SUBSTANTIVE	189	Wetzel’s limited statutory right to contact an attorney was not denied. We reverse the district cour
13316	Vogel v. Braun, et al.	2001-02-15	3	SUBSTANTIVE	872	The defendants subsequently moved to dismiss the complaint under N.D.R.Civ.P. 12(b), arguing the cou
13316	Vogel v. Braun, et al.	2001-02-15	4	SUBSTANTIVE	86	Vogel argues the trial court erred in denying his motion to proceed in forma pauperis.
13316	Vogel v. Braun, et al.	2001-02-15	5	SUBSTANTIVE	526	Our review of a trial court’s decision on a civil litigant’s request to proceed in forma pauperis un
13316	Vogel v. Braun, et al.	2001-02-15	6	SUBSTANTIVE	555	The trial court did not abuse its discretion in this case. First, Vogel indicated he had $1,184.77 i
13316	Vogel v. Braun, et al.	2001-02-15	7	SUBSTANTIVE	1556	Even if indigency had been sufficiently alleged, a trial court may still deny a motion to proceed in
13322	Snyder v. ND Workers Comp. Bureau	2001-02-20	22	SIGNATURE	111	Carol Ronning Kapsner Mary Muehlen Maring William A. Neumann William W. McLees, D.J. Gerald W. Vande
13323	Interest of C.H., et al.     (CONFID	2001-02-20	20	SIGNATURE	89	Gerald W. VandeWalle, C.J. William A. Neumann Mary Muehlen Maring William W. McLees, D.J.
13325	Kopp v. Kopp	2001-02-21	13	SIGNATURE	107	Gerald W. VandeWalle, C.J. Dale V. Sandstrom William A. Neumann Mary Muehlen Maring Richard W. Grosz
13331	Fetch v. Quam, et al.     (cross ref	2001-03-07	31	SIGNATURE	117	Carol Ronning Kapsner Mary Muehlen Maring William A. Neumann John C. McClintock, Jr., J.D. Gerald W.
13358	Wright v. ND Workers Comp. Bureau	2001-04-17	29	SIGNATURE	107	William A. Neumann Mary Muehlen Maring Dale V. Sandstrom James H. O'Keefe, S.J. Gerald W. VandeWalle
13372	Fox v. Fox                          	2001-05-04	26	SIGNATURE	107	Gerald W. VandeWalle, C.J. Dale V. Sandstrom William A. Neumann Mary Muehlen Maring William F. Hodny
13383	Remmick v. Whitman, et al.	2001-05-24	10	SIGNATURE	118	Mary Muehlen Maring William A. Neumann Carol Ronning Kapsner Allan L. Schmalenberger, D.J. Gerald W.
13386	Jorgenson, et al. v. Agway, Inc.	2001-05-25	10	SIGNATURE	106	Gerald W. VandeWalle, C.J. Dale V. Sandstrom William A. Neumann Mary Muehlen Maring James M. Bekken,
13394	Trade 'N Post, L.L.C. v. World Duty 	2001-06-14	46	SIGNATURE	107	Dale V. Sandstrom William A. Neumann Mary Muehlen Maring Gerald W. Rustad, D.J. Gerald W. VandeWalle
13420	State v. Miller	2001-07-20	15	SUBSTANTIVE	1165	Furthermore, Miller has mischaracterized the extent of the trial court’s ruling in this case. Miller
13424	Rodenburg, et al. v. Fargo-Moorhead 	2001-07-23	32	SIGNATURE	108	Carol Ronning Kapsner Dale V. Sandstrom William A. Neumann Maurice R. Hunke, S.J. Gerald W. VandeWal
13425	Lapp v. ND Dept. of Transportation	2001-07-25	18	SIGNATURE	113	William A. Neumann Mary Muehlen Maring Dale V. Sandstrom Lawrence A. Leclerc, D.J. Gerald W. VandeWa
13426	Gale v. ND Bd. of Podiatric Medicine	2001-07-30	18	SIGNATURE	120	Mary Muehlen Maring Dale V. Sandstrom Lawrence A. Leclerc, D.J. William W. McLees, D.J. William A. N
13427	Rose v. United Equitable Ins. Co., e	2001-08-29	12	SUBSTANTIVE	76	The judgment is reversed and the matter is remanded for further proceedings.
13427	Rose v. United Equitable Ins. Co., e	2001-08-29	13	SIGNATURE	113	Gerald W. VandeWalle, C.J. 5 Robert O. Wefald, D.J. Dale V. Sandstrom William A. Neumann Mary Muehle
13436	State v. Wiest	2001-08-29	4	SUBSTANTIVE	600	The jury returned verdicts finding Wiest guilty of three counts of continuous sexual abuse of a chil
13437	Doan, et al. v. City of Bismarck, et	2001-08-29	31	SIGNATURE	108	Carol Ronning Kapsner Dale V. Sandstrom William A. Neumann William F. Hodny, S.J. Gerald W. VandeWal
13438	State v. Shafer-Imhoff	2001-08-29	23	SUBSTANTIVE	729	The trial court did not read these particular instructions to the jury, stating the instruction did 
13438	State v. Shafer-Imhoff	2001-08-29	24	SUBSTANTIVE	1154	Rule 6.9, N.D.R.Ct. is discretionary in nature. Rather than requiring the trial court to read specif
13438	State v. Shafer-Imhoff	2001-08-29	25	SUBSTANTIVE	723	The particular instructions contained in the explanatory note of N.D.R.Ct. 6.9 are not required but 
13438	State v. Shafer-Imhoff	2001-08-29	26	SUBSTANTIVE	741	Shafer raised concerns about the trial court’s additional comments to the jury when responding initi
13438	State v. Shafer-Imhoff	2001-08-29	27	SUBSTANTIVE	1274	In State v. Hanson, 53 N.D. 879, 207 N.W. 1000, 1002 (1926), the trial court, in response to how muc
13452	Warner and Company v. Shirley M. Sol	2001-09-05	3	SUBSTANTIVE	553	In 1992, Solberg signed a producer agreement. Paragraph 5 of the agreement covers the protection of 
13452	Warner and Company v. Shirley M. Sol	2001-09-05	4	SUBSTANTIVE	320	In 1996, Solberg began to seek other employment. Solberg contacted Vaaler Insurance, Inc. (“Vaaler”)
13452	Warner and Company v. Shirley M. Sol	2001-09-05	5	SUBSTANTIVE	221	Solberg retained files of Warner’s after she resigned. One box of files containing information on po
13452	Warner and Company v. Shirley M. Sol	2001-09-05	6	SUBSTANTIVE	620	Within a few months of Solberg’s resignation, Warner lost the business of Phoenix International, Inc
13452	Warner and Company v. Shirley M. Sol	2001-09-05	7	SUBSTANTIVE	214	Eight months after Solberg left Warner, Susan Hilkerbaumer, an employee of Warner, was hired by Vaal
13452	Warner and Company v. Shirley M. Sol	2001-09-05	38	SIGNATURE	111	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Mary Muehlen Maring William A. Neumann Lester Kette
13474	State v. Clark	2001-12-10	12	SIGNATURE	108	Mary Muehlen Maring William A. Neumann Dale V. Sandstrom William W. McLees, D.J. Gerald W. VandeWall
13475	Security State Bank of ND v. Orvik	2001-12-10	16	SIGNATURE	111	Gerald W. VandeWalle, C.J. Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring William W. Mc
13476	Gaab v. Ochsner (CONFIDENTIAL)	2001-12-10	10	SIGNATURE	111	Mary Muehlen Maring William A. Neumann Carol Ronning Kapsner Bruce E. Bohlman, D.J. Gerald W. VandeW
13489	Gepner, et al. v. Fujicolor Processi	2001-12-21	42	SIGNATURE	111	William A. Neumann Dale V. Sandstrom Carol Ronning Kapsner Gerald W. VandeWalle, C.J. Laurie A. Font
13490	Dimond v. State Board of Higher Educ	2001-12-24	21	SIGNATURE	107	Gerald W. VandeWalle, C.J. Dale V. Sandstrom William A. Neumann Mary Muehlen Maring William F. Hodny
13491	Consolidated Telephone v. Western Wi	2001-12-28	28	SIGNATURE	108	William A. Neumann Mary Muehlen Maring Carol Ronning Kapsner Bruce Bohlman, D.J. Gerald W. VandeWall
13494	Jaskoviak v. Gruver, et al.	2002-01-03	25	SIGNATURE	108	Dale V. Sandstrom William A. Neumann Mary Muehlen Maring William W. McLees, D.J. Gerald W. VandeWall
13502	St. Claire v. State	2002-01-15	13	SUBSTANTIVE	1859	Section 29-32.1-12, N.D.C.C., provides, in part: . . An application for postconviction relief may be
13502	St. Claire v. State	2002-01-15	14	SUBSTANTIVE	673	St. Claire’s allegations (1) he was lied to and coerced into pleading guilty; (2) the State retaliat
13502	St. Claire v. State	2002-01-15	15	SUBSTANTIVE	553	St. Claire’s assertion that his right to appeal was violated because the court did not appoint couns
13502	St. Claire v. State	2002-01-15	16	SUBSTANTIVE	1131	St. Claire’s assertion the court has denied his right to counsel since he reported attorney Mertz’s 
13502	St. Claire v. State	2002-01-15	17	SUBSTANTIVE	219	St. Claire complains there was no presentence investigation. St. Claire inexcusably failed to raise 
13507	State v. Perreault	2002-01-18	14	SIGNATURE	114	Mary Muehlen Maring William A. Neumann Dale V. Sandstrom John C. McClintock, Jr., D.J. Gerald W. Van
13508	Bender v. Aviko USA L.L.C.	2002-01-18	8	SIGNATURE	118	Carol Ronning Kapsner Mary Muehlen Maring William A. Neumann John C. McClintock, Jr., D. J. Gerald W
13536	Dennison v. N.D. Dept. of Human Serv	2002-02-22	19	SIGNATURE	121	William A. Neumann Mary Muehlen Maring Carol Ronning Kapsner John C. McClintock, Jr., D.J. Gerald W.
13545	Dalan v. Paracelsus Healthcare Corp.	2002-03-12	27	SIGNATURE	109	Dale V. Sandstrom William A. Neumann Carol Ronning Kapsner William F. Hodny, S.J. Gerald W. VandeWal
13551	Wagaman v. Burke	2002-03-15	13	SIGNATURE	109	Mary Muehlen Maring William A. Neumann Dale V. Sandstrom Donavan J. Foughty, D.J. Gerald W. VandeWal
13556	BTA Oil Producers, et al. v. MDU Res	2002-04-16	78	SIGNATURE	115	Dale V. Sandstrom Carol Ronning Kapsner Mary Muehlen Maring Gerald G. Glaser, S.J. William A. Neuman
13559	Knutson, et al. v. The County of Bar	2002-04-18	18	SIGNATURE	109	William A. Neumann Mary Muehlen Maring Dale V. Sandstrom Donovan J. Foughty, D.J. Gerald W. VandeWal
13573	Estate of Hass	2002-05-14	5	SUBSTANTIVE	661	On December 27, 2000, Dallas and Lloyd Hass filed an objection to the personal representative’s prop
13585	Shirley A. Dvorak v. Disciplinary Bo	2002-06-07	7	SIGNATURE	83	Gerald W. VandeWalle, C.J. Mary Muehlen Maring William A. Neumann Dale V. Sandstrom
13602	Kautzman v. Kautzman      (Cross-ref	2002-07-16	15	SIGNATURE	108	Dale V. Sandstrom V William A. Neumann Mary Muehlen Maring Benny A. Graff, D.J. Gerald W. VandeWalle
13614	Ziegelmann v. DaimlerChrysler Corp.	2002-08-15	20	SIGNATURE	114	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner William F. Hodny, S.J. Mary Muehlen Maring Robert O
13641	Mr. G's Turtle Mountain Lodge v. Rol	2002-08-23	32	SUBSTANTIVE	545	Mr. G’s contends the letters to the editor implied wrongful conduct by Mr. G’s and damaged its busin
13641	Mr. G's Turtle Mountain Lodge v. Rol	2002-08-23	41	SIGNATURE	121	Carol Ronning Kapsner Dale V. Sandstrom Allan L. Schmalenberger, D.J. Michael O. McGuire, D.J. Geral
13691	Greybull v. Harlan	2002-12-06	2	SIGNATURE	117	Gerald W. VandeWalle, C.J. William A. Neumann Carol Ronning Kapsner Mary Muehlen Maring Allan L. Sch
13692	Larson v. Larson	2002-12-10	15	SIGNATURE	115	William A. Neumann Dale V. Sandstrom Everett Nels Olson, D.J. Donald L. Jorgensen, D.J. Gerald W. Va
13705	State of North Dakota v. Shaun Dean 	2002-12-20	22	SIGNATURE	88	Mary Muehlen Maring William A. Neumann Carol Ronning Kapsner Gerald W. VandeWalle, C.J.
13706	State v. Bingaman	2002-12-23	10	SIGNATURE	117	Mary Muehlen Maring Carol Ronning Kapsner William A. Neumann John C. McClintock, Jr., D.J. Gerald W.
13712	Duemeland v. Norback	2003-01-03	25	SIGNATURE	105	Gerald W. VandeWalle, C.J. William A. Neumann Dale V. Sandstrom Mary Muehlen Maring Donovan Foughty,
13718	Dennison v. ND Dept. of Human Servic	2003-01-23	14	SIGNATURE	117	Mary Muehlen Maring William A. Neumann Carol Ronning Kapsner Allan L. Shmalenberger, D.J. Gerald W. 
13719	Howe, et al. v. Microsoft Corporatio	2003-01-28	38	SIGNATURE	121	Carol Ronning Kapsner Dale V. Sandstrom William W. McLees, D.J. Lawrence A. Leclerc, D.J. William A.
13734	Continental Resources, Inc. v. Schma	2003-02-21	26	SIGNATURE	109	Dale V. Sandstrom William A. Neumann Carol Ronning Kapsner Bruce B. Haskell, D.J. Gerald W. VandeWal
13738	Peltier v. State (Consolidated w/200	2003-03-05	23	SIGNATURE	109	Dale V. Sandstrom William A. Neumann William F. Hodny, S.J. Carol Ronning Kapsner Gerald W. VandeWal
13751	American Ntl. Fire Ins. Co. v. Hughe	2003-03-26	3	SUBSTANTIVE	645	During nonbusiness hours on Saturday, January 13, 2001, Hughes was using United Crane’s tools at its
13751	American Ntl. Fire Ins. Co. v. Hughe	2003-03-26	4	SUBSTANTIVE	400	American National thereafter brought this subrogation action against Hughes, alleging his negligence
13751	American Ntl. Fire Ins. Co. v. Hughe	2003-03-26	5	SUBSTANTIVE	636	We review this appeal in the posture of summary judgment, which is a procedure for resolving a contr
13751	American Ntl. Fire Ins. Co. v. Hughe	2003-03-26	6	SUBSTANTIVE	919	American National argues the trial court erred in deciding Hughes was an additional insured under it
13751	American Ntl. Fire Ins. Co. v. Hughe	2003-03-26	7	SUBSTANTIVE	1307	Under the doctrine of respondeat superior, an employer is vicariously liable for the negligence of i
13758	Koehler v. County of Grand Forks, et	2003-03-26	3	SUBSTANTIVE	457	In May 1998, Koehler suffered a heart attack and was on medical leave until October 1, 1998, when sh
13758	Koehler v. County of Grand Forks, et	2003-03-26	4	SUBSTANTIVE	688	Koehler claims she was subjected to harassment and unfair treatment by Gunderson and Lucke throughou
13758	Koehler v. County of Grand Forks, et	2003-03-26	5	SUBSTANTIVE	265	In June 1999 Koehler resigned her position in the Register’s office and accepted another job with th
13758	Koehler v. County of Grand Forks, et	2003-03-26	6	SUBSTANTIVE	488	Koehler brought this action against the County, the Board of County Commissioners, Lucke, and Gunder
13758	Koehler v. County of Grand Forks, et	2003-03-26	7	SUBSTANTIVE	1522	Summary judgment under N.D.R.Civ.P. 56 is a procedural device for promptly and expeditiously disposi
13759	Skjervem v. Minot State Univ.	2003-03-31	20	SIGNATURE	113	William A. Neumann Mary Muehlen Maring Carol Ronning Kapsner Gerald W. VandeWalle, C.J. Donovan J. F
13760	Questa Resources, et al. v. Stott, e	2003-03-31	10	SIGNATURE	106	Carol Ronning Kapsner Dale V. Sandstrom William A. Neumann Georgia Dawson, D.J. Gerald W. VandeWalle
13761	Lawrence v. Delkamp  (CON w/20020291	2003-04-01	16	SIGNATURE	107	Gerald W. VandeWalle, C.J. Dale V. Sandstrom William A. Neumann Mary Muehlen Maring Richard W. Grosz
13770	Henry v. Securities Commissioner for	2003-04-15	13	SIGNATURE	88	Mary Muehlen Maring William A. Neumann Carol Ronning Kapsner Gerald W. VandeWalle, C.J.
13787	Spagnolia v. Monasky, et al.	2003-04-22	24	SIGNATURE	114	William A. Neumann, acting C.J. Dale V. Sandstrom Carol Ronning Kapsner Kirk Smith, S.J. Donovan J. 
13793	State v. Thorson	2003-05-06	3	SUBSTANTIVE	308	The district court had jurisdiction under N.D. Const. art. VI, § 8, and N.D.C.C. § 27-05-06. Thorson
13793	State v. Thorson	2003-05-06	4	SUBSTANTIVE	985	During pretrial discovery, Thorson requested the State, under N.D.R.Crim.P. 16(f), to disclose the n
13793	State v. Thorson	2003-05-06	5	SUBSTANTIVE	627	During the trial, the victim testified she reported the April 2001 incident of sexual contact by Tho
13793	State v. Thorson	2003-05-06	6	SUBSTANTIVE	401	During deliberations, the jury sent the court a note asking, “When was the 960 filed and by who? Was
13793	State v. Thorson	2003-05-06	7	SUBSTANTIVE	504	Thorson argues he was denied his discovery rights under N.D.R.Crim.P. 16(f) and his rights to disclo
13801	Disciplinary Board v. Giese	2003-06-03	6	SUBSTANTIVE	274	The hearing panel had jurisdiction under N.D.R. Lawyer Discipl. 3.1(E). Giese filed a timely petitio
13812	Northern Plains Alliance, L.L.C. v. 	2003-06-03	25	SIGNATURE	111	Gerald W. VandeWalle, C.J. Carol Ronning Kapsner Dale V. Sandstrom William A. Neumann Lawrence A. Le
13810	State v. Corum	2003-06-05	34	SIGNATURE	110	Mary Muehlen Maring William A. Neumann Carol Ronning Kapsner James M. Bekken, D.J. Gerald W. VandeWa
13811	Sonsthagen v. Sprynczynatyk	2003-06-05	26	SIGNATURE	111	Mary Muehlen Maring William A. Neumann 8 Dale V. Sandstrom James M. Bekken, D.J. Gerald W. VandeWall
13813	Haugenoe, et al. v. Bambrick, et al.	2003-06-06	19	SIGNATURE	110	Mary Muehlen Maring William A. Neumann Dale V. Sandstrom Lawrence A. Leclerc, D.J. Gerald W. VandeWa
13814	Boser v. Hanson, et al.	2003-06-17	3	SUBSTANTIVE	2074	Boser contends the trial court erred in failing to give the following jury instruction he requested:
13814	Boser v. Hanson, et al.	2003-06-17	4	SUBSTANTIVE	722	Boser has presented no argument about the latter part of the requested instruction, which was based 
13814	Boser v. Hanson, et al.	2003-06-17	5	SUBSTANTIVE	956	“Jury instructions must fairly and adequately inform the jury of the applicable law.” Olander Contra
13814	Boser v. Hanson, et al.	2003-06-17	6	SUBSTANTIVE	1775	Section 39-24-09, N.D.C.C., provides in part: . No person may operate a snowmobile upon the roadway,
13814	Boser v. Hanson, et al.	2003-06-17	7	SUBSTANTIVE	1114	We recently summarized some of our rules of statutory construction: The interpretation of a statute 
13816	Interest of I.K.   (CONFIDENTIAL)	2003-06-17	27	SIGNATURE	112	Dale V. Sandstrom Carol Ronning Kapsner William F. Hodny, S.J. William A. Neumann Gerald W. VandeWal
13841	Lawrence v. Roberdeau, et al.  (cons	2003-07-18	15	SIGNATURE	114	Dale V. Sandstrom William A. Neumann Mary Muehlen Maring Allan L. Schmalenberger, D.J. Gerald W. Van
13842	Bladow v. Bladow	2003-07-18	14	SIGNATURE	117	Dale V. Sandstrom William A. Neumann Mary Muehlen Maring John C. McClintock, Jr., D.J. Gerald W. Van
13844	Ringsaker v. Workforce Safety and In	2003-07-18	17	SIGNATURE	110	Dale V. Sandstrom William A. Neumann Mary Muehlen Maring Lawrence A. Leclerc, D.J. Gerald W. VandeWa
